id	created_at	full_text
874072490498072576	2017-06-12 01:14:55	[nsl] update: check our bus guides at https://t.co/sfadrdhw9j for details on bus services.
874072179935109120	2017-06-12 01:13:41	[nsl] update: free regular bus service is available between #choachukang and #jurongeast station.
874071411060490240	2017-06-12 01:10:38	[nsl]: due to signalling system fault, pls add 20mins travelling time btw #choachukang &amp; #jurongeast. train service is still available.
872296885263806464	2017-06-07 03:39:18	"check out our blog post on the ""7 questions about smrt trains’ new signalling system"" for north-south line here: https://t.co/frqp4ky2yh https://t.co/tigwqmltns"
870621283112714242	2017-06-02 12:41:03	[nsl] update: free regular bus &amp; free bridging bus services between #choachukang and #yishun have ceased.
870617794655600640	2017-06-02 12:27:12	[nsl] update: train svcs have resumed. free regular bus &amp; free bridging bus services are still available between #choachukang and #yishun.
870614341652840448	2017-06-02 12:13:28	[nsl] update: free regular bus &amp; free bridging bus services are still available between #choachukang and #yishun.
870610086468517890	2017-06-02 11:56:34	[nsl] update:fault cleared.train svcs are progressively returning to normal. pls expect 10mins additional travel time btw #yishun &amp; #yewtee.
870606832892395520	2017-06-02 11:43:38	[nsl] update: due to signalling fault, please add 30mins travel time between #yishun and #yewtee both bounds.
870602039574708229	2017-06-02 11:24:35	[nsl] update: free regular bus and free bridging bus services are still available between #choachukang and #yishun.
870597475756761089	2017-06-02 11:06:27	[nsl] update: due to a signalling fault, trains btwn #yishun &amp; #yewtee are travelling at a slower speed. pls seek alternative transport.
870594152056016897	2017-06-02 10:53:15	[nsl] update: due to signalling fault, pls add 30mins travel time btw #yewtee &amp; #yishun both bounds. trains are travelling at slower speed.
870589585750753280	2017-06-02 10:35:06	[nsl] update: more details on alt transport modes, incl. other train lines and bus guides are avail at https://t.co/sfadrdhw9j
870585063523500032	2017-06-02 10:17:08	[nsl] due to signalling fault btw #yewtee &amp; #yishun both bounds, pax are advised to take alt transport or other train lines. we are sorry.
870583536125857792	2017-06-02 10:11:04	[nsl] update: free regular bus &amp; free bridging bus services are available between #choachukang &amp; #yishun.
870579121016799232	2017-06-02 09:53:31	[nsl]update:due to signalling fault,pls add 30mins travel time between #yewtee &amp; #yishun both bounds.trains are travelling at slower speed.
870574471492456449	2017-06-02 09:35:03	[nsl] update: check our bus guides at https://t.co/sfadrdhw9j for details on bus services.
870570085861048320	2017-06-02 09:17:37	[nsl] update: free regular bus &amp; free bridging bus services are available between #choachukang and #yishun.
870569506996756481	2017-06-02 09:15:19	[nsl] due to new signalling system checks, pls add 30mins travel time between #yewtee and #yishun both bounds. we are sorry.
870567983034138627	2017-06-02 09:09:16	[nsl] update: free regular bus &amp; free bridging bus services are available between #yewtee and #yishun.
870567114947518464	2017-06-02 09:05:49	[nsl] due to new signalling system checks, pls add 15mins travel time between #marinasouthpier &amp; #jurongeast both bounds. we are sorry.
870243879563309056	2017-06-01 11:41:23	[nsl] update: train services are returning to normal. free regular bus services have ceased.
870240142384025600	2017-06-01 11:26:32	[nsl] update: commuters pls remain calm while train services are progressively resuming. follow in-train announcements and twitter updates.
870237917649584128	2017-06-01 11:17:42	[nsl]update:trains are progressively returning to normal speed.pls expect 15mins additional travel time btwn #marinasouthpier &amp; #jurongeast.
870233294251597824	2017-06-01 10:59:20	[nsl] update: free regular bus services are available between #jurongeast and #choachukang, also #cityhall and #angmokio.
870230409639936000	2017-06-01 10:47:52	[nsl] due to new signalling system checks, pls add 20mins travel time between #marinasouthpier &amp; #jurongeast both bounds. we are sorry.
869138416763412480	2017-05-29 10:28:41	[nsl] cleared: train services between #choachukang &amp; #jurongeast is running normally now. free regular bus services have ceased.
869136082360610816	2017-05-29 10:19:24	[nsl]update:train signalling fault has cleared, trains are progressively returning to normal speed. free bus service is still available.
869134230088896512	2017-05-29 10:12:02	check our bus guides at https://t.co/sfadrdhw9j for details on bus services.
869132560638459904	2017-05-29 10:05:24	[nsl] update: free regular bus service is available between #choachukang &amp; #jurongeast.
869132210967683074	2017-05-29 10:04:01	[nsl]: due to a train signalling fault, pls add 20mins travelling time between #choachukang &amp; #jurongeast.
868741048607981568	2017-05-28 08:09:41	[nsl]update: free bus service between #marinabay &amp; #marinasouthpier has ceased.
868738807213940736	2017-05-28 08:00:46	[nsl]update: train service between #marinabay &amp; #marinasouthpier has resumed. free regular bus service is still available between both stns.
868734538326786049	2017-05-28 07:43:48	[nsl]update: due to a signalling fault, free regular bus service is available between #marinabay &amp; #marinasouthpier.
868729664432242688	2017-05-28 07:24:26	[nsl]update: due to a signalling fault, free regular bus service is still available between #marinabay &amp; #marinasouthpier.
868723756293738496	2017-05-28 07:00:58	[nsl]update:free regular bus service is available between #marinabay &amp; #marinasouthpier.
868722629103964160	2017-05-28 06:56:29	[nsl]: due to a signalling fault, there is no train service between #marinabay &amp; #marinasouthpier.
867935591626792964	2017-05-26 02:49:05	please take note that tests will be carried out on the new signalling system for nsl. for info: https://t.co/va9tfaxlex.
864585641849372673	2017-05-16 20:57:34	service 858 will resume calling at changi airport t2 bus stop when service commences later this morning.
864449199512756224	2017-05-16 11:55:24	svc 858 will skip changi airport ptb2 bus stop due to fire incident. it will ply ptb3 &amp; ptb1 bus stops then proceed to airport boulevard.
864336762109255680	2017-05-16 04:28:37	last chance to take part in our buses customer satisfaction survey here: https://t.co/2qnraomvvl. survey ends this sunday, 21 may 17. ✏️🚍😀
864336338828406787	2017-05-16 04:26:56	last chance to take part in our mrt customer satisfaction survey here: https://t.co/vgnguclywm. survey ends this sunday, 21 may’17. ✏️🚆😀
861787967693533184	2017-05-09 03:40:37	#allabouttrains is bringing you into a magical “train city” in the heart of sa isaac's home! find out more: https://t.co/7hrjfq05j3 🙆‍♂️🚆🏠 https://t.co/idgodxrdqj
860435371674304512	2017-05-05 10:05:53	congrats ssm katijah &amp; bc chia - the two finalists in singapore tourism award: best customer service for transport.🎉 https://t.co/nkqkry0gnv https://t.co/nmxmg4tb7f
860026330141777922	2017-05-04 07:00:30	early closure lifted: tanah merah, expo &amp; changi airport (both bounds), 5 may’17. these stations will resume normal operating hours.
859923363161980928	2017-05-04 00:11:21	[nsl] cleared: train services between #angmokio &amp; #marinasouthpier have normalized. free regular bus services have ceased.
859921207155490816	2017-05-04 00:02:47	[nsl]update:train signalling fault cleared, trains are progressively returning to normal speed. free regular bus service still available.
859919559716782080	2017-05-03 23:56:14	[nsl]update: pls add 10min travel time from #angmokio to #marinasouthpier due to a train signalling fault. train service is still available.
859917845962006528	2017-05-03 23:49:25	[nsl]update: free regular bus service is available between #newton and #marinasouthpier. train service is still available.
859916736073576448	2017-05-03 23:45:01	[nsl]: due to a train signalling fault, pls add 25min travel time from #angmokio to #marinasouthpier. train service is still available.
858714286117470208	2017-04-30 16:06:54	smrt wishes all a happy labour day! 😃 https://t.co/yua9sjo9qj
858642727394660352	2017-04-30 11:22:33	check out this heartwarming may day video appreciating singapore's public transport workers! https://t.co/dym5icw1qk
857897677048094720	2017-04-28 10:01:59	due to track work,there will be no train svcs b/w tanah merah and changi (both bounds) from 11pm tonight &amp; 5 may’17. https://t.co/pvhqiss9cu
857853805555142656	2017-04-28 07:07:40	take part in our buses customer satisfaction survey from today till 21 may ’17 here: https://t.co/2qnraomvvl ✏️🚍😀
857853445839003648	2017-04-28 07:06:14	take part in our mrt customer satisfaction survey from today till 21 may ’17 here: https://t.co/vgnguclywm ✏️🚆😀
857068159680917504	2017-04-26 03:05:47	no train svcs between tanah merah &amp; changi (both bounds) from 11pm on 28 apr &amp; 5 may’17 due to track work. more info https://t.co/pvhqiss9cu
855183157489917952	2017-04-20 22:15:27	[nsl] cleared: train services between #yishun &amp; #bishan have resumed. free regular bus services have ceased.
855178872643440640	2017-04-20 21:58:26	[nsl] update: train services between #yishun &amp; #bishan have resumed. free regular bus svc still available between yishun &amp; bishan.
855177847412883456	2017-04-20 21:54:21	[nsl] update: no train service between #yishun &amp; #bishan,due to a train fault at #khatib.est resumption time extended to 06.00am.
855174259605258240	2017-04-20 21:40:06	[nsl] update: no train service between #yishun &amp; #bishan,due to a train fault at #khatib.est resumption time: 5:50am.
855170370638237696	2017-04-20 21:24:39	[nsl] update : check our bus guides at https://t.co/sfadrdhw9j for details on bus services.
855166077310861312	2017-04-20 21:07:35	[nsl]:no train svc between #yishun &amp; #bishan,due to a train fault at #khatib.free regular bus svc is available between yishun &amp; bishan.
854193041329893376	2017-04-18 04:41:05	[nsl] cleared: train services from #bishan to #khatib towards #jurongeast have resumed.
854187628702212096	2017-04-18 04:19:35	[nsl]update: please add 5mins travel time from #bishan to #khatib, due to a track fault at #khatib. train svc is still available.
854182541858713600	2017-04-18 03:59:22	[nsl] update:  pls cater 5 mins additional travel time from #bishan to #khatib.  we are working to recover service.
854177241990692864	2017-04-18 03:38:18	[nsl]update:pls add 5mins travel time from #bishan to #khatib,due to a track fault at #khatib. train svc is still available
854172456499552257	2017-04-18 03:19:18	[nsl] update: pls cater 5 mins additional travel time from #bishan to #khatib. we are working  to recover service.
854167722887860224	2017-04-18 03:00:29	[nsl]update: pls add 5 mins travel time from #bishan to #khatib, due to a track fault at #khatib. train svc is still available.
854167290127949824	2017-04-18 02:58:46	[ewl] cleared: train services from #payalebar to #simei towards #pasirris have resumed.
854162152084484096	2017-04-18 02:38:21	[nsl] update: pls cater 5 mins additional travel time from #bishan to #khatib. we are working to recover service.
854161720109027328	2017-04-18 02:36:38	[ewl] update: pls cater 5 mins additional travel time from #payalebar to #simei. we are working to recover service.
854158232612356098	2017-04-18 02:22:46	[nsl] update: pls cater 10mins additional travel time from #bishan to #khatib. we are working to recover service.
854157908979793920	2017-04-18 02:21:29	[ewl] update: pls cater 10mins additional travel time from #payalebar to #simei. we are working to recover service.
854153036918251521	2017-04-18 02:02:08	[nsl]update: pls add 20mins travel time from #bishan to #khatib, due to a track fault at #khatib. train svc is still available.
854152447488532480	2017-04-18 01:59:47	[ewl]update: pls add 15 mins travel time from #payalebar to #simei, due to a track fault at #simei. train svc is still available.
854148206493450241	2017-04-18 01:42:56	[nsl] update:  pls cater 20 mins additional travel time from #bishan to #khatib. we are working to recover service.
854147579814191104	2017-04-18 01:40:26	[ewl] update:  pls cater 15 mins additional travel time from #payalebar to #simei. we are working to recover service.
854143197622149120	2017-04-18 01:23:02	[nsl]update:pls add 20mins travel time from #bishan to #khatib, due to a track fault at #khatib. train svc is still available
854142557902721024	2017-04-18 01:20:29	[ewl]update:pls add 15 mins travel time from #payalebar to #simei, due to a track fault at #simei. train svc is still available.
854138691857530880	2017-04-18 01:05:07	[nsl] update: pls cater 20 mins additional travel time from #bishan to #khatib. we are working to recover service.
854138088120909825	2017-04-18 01:02:43	[ewl] update: pls cater 15 mins additional travel time from #payalebar to #simei. we are working to recover service.
854136697604276224	2017-04-18 00:57:12	[ewl] update: pls cater 10 mins additional travel time from #payalebar to #simei. we are working to recover service.
854134156028030976	2017-04-18 00:47:06	[nsl]update:pls add 20mins travel time from #bishan to #khatib, due to a track fault at #khatib. train svc is still available.
854132362958970880	2017-04-18 00:39:58	[nsl] update: pls cater 15 mins additional travel time from #bishan to #khatib.  we are working to recover service.
854131259231977474	2017-04-18 00:35:35	[ewl]: due to a track fault, pls add 10 mins travel time from #payalebar to #simei towards #pasirris. train service is still available.
854127517455732736	2017-04-18 00:20:43	[nsl]update:pls add 15mins travel time from #bishan to #khatib,due to a track fault at #khatib. train svc is still available
854122717938827264	2017-04-18 00:01:39	[nsl] update: pls cater 15 mins additional travel time from #bishan to #khatib. we are working to recover service.
854117853322035200	2017-04-17 23:42:19	[nsl]update:pls add 15mins travel time from #bishan to #khatib, due to a track fault at #khatib. train svc is still available.
854117234377019392	2017-04-17 23:39:52	[nsl]update:pls add 10mins travel time from #bishan to #khatib, due to a track fault at #khatib. train svc is still available.
854112017128370176	2017-04-17 23:19:08	[nsl]: due to a track fault, pls add 10mins travel time from #bishan to #khatib towards #jurongeast. train service is still available.
852508172891824130	2017-04-13 13:06:01	[nsl]:all trains along nsl will be stationary @ ard 11pm for ~10mins tonight for trial of the new signalling system. https://t.co/kxz7cjcdcs
852144334044409856	2017-04-12 13:00:15	[nsl]:all trains along nsl will be stationary @ ard 11pm for ~10mins tonight for trial of the new signalling system. https://t.co/kxz7cjcdcs
852034098239422465	2017-04-12 05:42:13	full-day trials for the new signalling system to commence on the nsl on sundays from 16 apr for 2 mths. more info: https://t.co/vacfacpyru https://t.co/7kavdsbef1
851781979733336064	2017-04-11 13:00:23	[nsl]:all trains along nsl will be stationary @ ard 11pm for ~10mins tonight for trial of the new signalling system. https://t.co/kxz7cjcdcs
851591011948089344	2017-04-11 00:21:33	[ewl] cleared: train services between #jookoon &amp; #queenstown have resumed. free regular bus services have ceased.
851587695193096192	2017-04-11 00:08:22	[ewl]update:train fault cleared , trains are progressively returning to normal speed. pls add 10mins travel time btwn #jookoon &amp; #queenstown
851583002958286852	2017-04-10 23:49:44	[ewl] update: free regular bus services are available between #jookoon &amp; #queenstown.
851581744587218945	2017-04-10 23:44:44	[ewl]: due to a train fault, pls add 25mins travel time between #jookoon &amp; #queenstown. train service is still available.
851421631075426305	2017-04-10 13:08:30	[nsl]:all trains along nsl will be stationary @ ard 11pm for ~10mins tonight for trial of the new signalling system. https://t.co/kxz7cjcdcs
851262321364148224	2017-04-10 02:35:27	[ewl] cleared: train services from #bugis to #tanahmerah are running normally now.
851258135490592768	2017-04-10 02:18:49	[ewl] update: pls cater 5 mins additional travel time from #bugis to #tanahmerah. we are working to recover service.
851255760956686336	2017-04-10 02:09:23	[ewl] update: pls cater 10 mins additional travel time from #bugis to #tanahmerah. we are working to recover service.
851250723358621696	2017-04-10 01:49:22	[ewl]update:pls add 15 mins travel time from #bugis to #tanahmerah,due to a door fault at #bedok. train svc is still available
851246290776113152	2017-04-10 01:31:45	[ewl]: due to a platform screen door fault at bedok, pls add 10 mins travel time from #bugis to #tanahmerah towards #pasirris.
849970107300196352	2017-04-06 13:00:39	[nsl]:all trains along nsl will be stationary @ ard 11pm for ~10mins tonight for trial of the new signalling system. https://t.co/kxz7cjcdcs
849607779916447745	2017-04-05 13:00:54	[nsl]:all trains along nsl will be stationary @ ard 11pm for ~10mins tonight for trial of the new signalling system. https://t.co/kxz7cjcdcs
849245383985250304	2017-04-04 13:00:52	[nsl]: all trains along nsl will be stationary @ ard 11pm for ~10mins tonight for the trial of the new signalling https://t.co/eet1xskml7
848884241953767425	2017-04-03 13:05:49	[nsl]: all trains along nsl will be stationary @ ard 11pm for ~10mins tonight for the trial of the new signalling https://t.co/eet1xskml7
848756307356078080	2017-04-03 04:37:27	[nsl] cleared: train services from #yishun towards #bishan have resumed. free regular bus services have ceased.
848755414543941632	2017-04-03 04:33:54	[nsl]update:fault cleared, trains are progressively returning to normal speed.
848754287194775552	2017-04-03 04:29:25	check our bus guides at https://t.co/sfadrdhw9j for details on bus services.
848751301793951744	2017-04-03 04:17:34	[nsl] update: free regular bus services are available from #yishun towards #bishan.
848750335279550464	2017-04-03 04:13:43	[nsl]: due to a train fault, pls add 30mins travel time from #yishun to #bishan towards #marinasouthpier. train service is still available.
847590722089795584	2017-03-30 23:25:50	[nsl]update:fault cleared, trains are progressively returning to normal speed.
847587512788725762	2017-03-30 23:13:05	check our bus guides at https://t.co/sfadrdhw9j for details on bus services.
847587333285191682	2017-03-30 23:12:22	[nsl]: due to a train fault, pls add 10mins travel time from #jurongeast to #choachukang towards #marinasouthpier.
847433304718532614	2017-03-30 13:00:19	nsl: all trains at stations will be stationary at ard 11pm for ~10mins due to the trial of the new signalling system.https://t.co/t4l36rwuyy https://t.co/lmyvyfr2d2
847407022693785600	2017-03-30 11:15:52	[ewl] cleared: free regular bus services have ceased.
847401622556753920	2017-03-30 10:54:25	[ewl]update: train service from #pasirris to #payalebar has resumed. free regular bus services are available from #tanahmerah to #payalebar.
847397574247981056	2017-03-30 10:38:20	[ewl] update: pls cater 20 mins additional travel time from #pasirris towards #payalebar. we are working to recover service.
847393335098523648	2017-03-30 10:21:29	check our bus guides at  https://t.co/sfadrdhw9j for details on bus services.
847390040304963584	2017-03-30 10:08:24	[ewl]update:pls add 40 mins travel time from #pasirris to #payalebar,due to a train fault near #tanahmerah. train svc is still available.
847389094321700866	2017-03-30 10:04:38	[ewl] update: free regular bus services are available from #tanahmerah to #payalebar towards #jookoon.
847387367254048769	2017-03-30 09:57:46	[ewl]: due to a train fault, pls add 20mins travel time from #pasirris to #payalebar towards #jookoon. train service is still available.
846732004292943872	2017-03-28 14:33:36	[nsl] cleared: train services from #bishan to #sembawang have resumed.
846729319812681728	2017-03-28 14:22:55	[nsl]update:fault cleared, trains are progressively returning to normal speed. pls add 10mins travel time from #bishan to #sembawang.
846724194901475329	2017-03-28 14:02:34	[bplrt] update: train services have resumed. bus bridging services have ceased.
846723161957658625	2017-03-28 13:58:27	[nsl] update: pls cater 15 mins additional travel time from #bishan to #sembawang. we are working to recover service.
846718578854248448	2017-03-28 13:40:15	[nsl]update:due to a signalling fault at #sembawang.pls add 15mins travel time from #bishan to #sembawang.train svc is still available.
846715692690812928	2017-03-28 13:28:47	[bplrt] update: train services have resumed. bus bridging services are still available.
846713791169540096	2017-03-28 13:21:13	[nsl] update: pls cater 15 mins additional travel time from #bishan towards #sembawang. we are working to recover service.
846713264071356416	2017-03-28 13:19:07	[bplrt] update: no train service between bp1 and bp6. community loop service still available. free bus bridging is available.
846709288407990272	2017-03-28 13:03:20	[nsl]update:pls add 15mins travel time from #bishan towards #sembawang,due to a signalling fault at #sembawang.train svc is still available.
846707883265875970	2017-03-28 12:57:45	[bplrt]: no train service between bp1 and bp6. community loop service still available. free bridging bus service is available.
846704469547016192	2017-03-28 12:44:11	[nsl]: due to a signalling fault,pls add 15mins travel time from#bishan to #sembawang towards #jurongeast.train service is still available.
842289724584738816	2017-03-16 08:21:33	come on down to our blood donation drive tomorrow (17 mar) 11am-5pm @ raffles place mrt station! #givebloodsavelives more info: giveblood.sg https://t.co/fxhu8xgrea
841863489547313152	2017-03-15 04:07:51	[ewl] cleared: free bus service has ceased. we apologise for the inconvenience.
841860501650915328	2017-03-15 03:55:59	[ewl] cleared: train service between #tanahmerah     and #pasirris resume. free bus service is still available.
841858170024747008	2017-03-15 03:46:43	[ewl]update: check our bus guides at  https://t.co/sfadrdhw9j for details on bus services.
841855368057638912	2017-03-15 03:35:35	[ewl]update: train service expected to be resumed at 1155hrs. free bus service available between#tanahmerah and #pasirris.
841853687056101377	2017-03-15 03:28:54	[ewl]: due to a train fault, pls add 25 mins travel time from #pasirris to #tanahmerah towards #jookoon. train service is still available.
841171694186295296	2017-03-13 06:18:54	a new three-door single-deck bus is coming your way by second quarter 2017! 🚌find out more at: https://t.co/lqe6vftmss
840422600564137985	2017-03-11 04:42:16	have you watched our latest csr video? catch it on our instagram: https://t.co/sy8gurl9fo &amp; win gardens by the bay tix! https://t.co/ik0cmhq5q1
837606752392663042	2017-03-03 10:13:06	love beyond mobility. watch our latest csr video here: https://t.co/grulmucha2 &amp; find out how you can win gardens by the bay tickets! #smrt https://t.co/od6xu2y4zy
834911561189740544	2017-02-23 23:43:22	ccl: cleared: train services between #bishan and #harbourfront are now operating normally.
834908785848156160	2017-02-23 23:32:21	ccl: estimate 5 mins additional travelling time between #bishan and #harbourfront in both directions due to signal fault.
834569205819207680	2017-02-23 01:02:58	[ewl] cleared: train services between #jookoon &amp; #lakeside have resumed.
834562440805310465	2017-02-23 00:36:05	[ewl]update:fault cleared , trains service are progressively returning to normal speed btwn #jookoon &amp; #lakeside.
834560512138452992	2017-02-23 00:28:26	[ewl]: due to a train fault, train service between #jookoon &amp; #lakeside will delay for 20 minutes.
832190414824173568	2017-02-16 11:30:30	[ccl] update: the security exercise at #stadium mrt station has ended. we would like to thank commuters for their patience.
832066599012032514	2017-02-16 03:18:30	[ccl]: smrt will be conducting a security exercise at #stadium mrt station from 11am to 8.30pm today. for more info: https://t.co/tgn96oca9c
830942307075567616	2017-02-13 00:50:58	[nsl] cleared: free regular bus service has ceased. we apologise for the inconvenience.
830941623718596608	2017-02-13 00:48:15	[nsl]update: free regular bus service is still available. check our bus guides at https://t.co/sfadrdhw9j for details on bus services.
830936260487241728	2017-02-13 00:26:57	[nsl] update: train svc resumed. free reg bus is still available. trains are travelling at a slower speed due to an earlier train fault.
830934397314428929	2017-02-13 00:19:32	[nsl]update: estimated resumption time at 8:25am. free regular bus service is still available. we apologise for the inconvenience caused.
830931526875389952	2017-02-13 00:08:08	check our bus guides at https://t.co/sfadrdhw9j for details on bus services.
830931308196962304	2017-02-13 00:07:16	[nsl]update: free regular bus is available between #woodlands and #yishun in both direction due to a train fault at #admiralty
830929185350627328	2017-02-12 23:58:50	[nsl]: pls add 20mins travelling time from #jurongeast to #angmokio towards #marinasouthpier due to a train fault.
830629030411907072	2017-02-12 04:06:07	[ewl]update:train service is running normally now.
830561750609039360	2017-02-11 23:38:47	[ewl] update: due to an earlier track fault, pls add 10mins travel time between #boonlay &amp; #jookoon.
830561371314024448	2017-02-11 23:37:16	[ewl] cleared: free regular bus &amp; free bridging bus services have ceased.
830559262241804289	2017-02-11 23:28:53	[ewl] update: [ewl]: due to an earlier track fault, pls add 10mins travel time between #boonlay &amp; #jookoon.
830556197954543618	2017-02-11 23:16:43	check our bus guides at  https://t.co/sfadrdhw9j for details on bus services.
830553486924197889	2017-02-11 23:05:56	[ewl] update: train service resumed. free regular bus &amp; free bridging bus services are still available between #jookoon &amp; #boonlay.
830548175417008128	2017-02-11 22:44:50	[ewl] update: no train service between #jookoon &amp; #boonlay. check our bus guides at https://t.co/skzneuburm
830543018012794880	2017-02-11 22:24:20	[ewl] update: free regular bus &amp; free bridging bus services are available between #jookoon &amp; #boonlay.
830536475716440064	2017-02-11 21:58:21	[ewl]no train service between #jookoon &amp;#boonlay due to a track fault at #jookoon. free bridging bus is available between #jookoon &amp;#boonlay
829966224947712000	2017-02-10 08:12:22	[bplrt cleared] free regular and shuttle bus services have ceased.
829959009767534592	2017-02-10 07:43:42	[bplrt update] normal train services have resumed. free regular and shuttle bus services are still available along bplrt
829957236281585666	2017-02-10 07:36:39	[bplrt update] faulty train is being recovered. normal train services will resume in around 10 min.
829954620688474112	2017-02-10 07:26:16	[bplrt] train services on bplrt affected due to a train fault. free regular bus services are available along bplrt.
829855316019851264	2017-02-10 00:51:39	[nsl] cleared: train services from #newton towards #marinasouthpier have resumed. free regular bus services have ceased.
829850082891542528	2017-02-10 00:30:52	[nsl] update: fault cleared. free regular bus services are still available between #newton &amp; #rafflesplace.
829849156411797504	2017-02-10 00:27:11	[nsl]update:fault cleared,trains are progressively returning to normal speed.
829848689434779649	2017-02-10 00:25:20	check our bus guides at  https://t.co/sfadrdhw9j for details on bus services.
829847644633587712	2017-02-10 00:21:10	[nsl] update: free regular bus services are available between #newton &amp; #rafflesplace.
829846169199144960	2017-02-10 00:15:19	[nsl] update: free regular bus services are available between #newton &amp; #marinasouthpier.
829845720240836608	2017-02-10 00:13:32	[nsl] update: free regular bus services are available from #newton towards #marinasouthpier.
829843856636076032	2017-02-10 00:06:07	[nsl]:due to a train fault,pls add 30mins travel time from newton to marinasouthpier towards marinasouthpier.trn service is still available.
828773156189974528	2017-02-07 01:11:32	[ewl]update:trains are progressively returning to normal speed from #jurongeast to #jookoon.
828770652593098752	2017-02-07 01:01:36	[ewl]update:pls add 10 mins travel time from #jurongeast towards #jookoon,due to a track work at #jookoon. train svc is still available
828768399496925185	2017-02-07 00:52:38	[ewl]update:pls add 15 mins travel time from #jurongeast towards #jookoon,due to a track work at #jookoon. train svc is still available.
828766571396943872	2017-02-07 00:45:23	[ewl]update:pls add 20 mins travel time from #jurongeast towards #jookoon,due to a track work at #jookoon. train svc is still available.
828764143633043456	2017-02-07 00:35:44	[ewl]update:pls add 25 mins travel time from #jurongeast towards #jookoon,due to a track work at #jookoon. train svc is still available
828760927331774466	2017-02-07 00:22:57	[ewl]update:pls add 20 mins travel time from #jurongeast towards #jookoon,due to a track work at #jookoon. train svc is still available
828758371020845056	2017-02-07 00:12:47	[ewl]: due to a track work, pls add 15 mins travel time from #jurongeast to #jookoon towards #jookoon. train service is still available.
825019703152119808	2017-01-27 16:36:40	smrt wishes all a happy and prosperous new year! 🍊🍊 https://t.co/3ky7d4ywnk
823535165641105409	2017-01-23 14:17:38	[ewl]update:train service is running normally now.
823530746606276609	2017-01-23 14:00:05	[ewl]update:pls add 10 mins travel time from #jookoon towards #clementi,due to a track fault at #jurongeast. train svc is still available.
823527700048424961	2017-01-23 13:47:58	[ewl]update:pls add 15 mins travel time from #jookoon towards #clementi,due to a track fault at #jurongeast. train svc is still available.
823523345266196480	2017-01-23 13:30:40	[ewl]update:pls add 20 mins travel time from #jookoon towards #clementi,due to a track fault at #jurongeast. train svc is still available.
823520387661053952	2017-01-23 13:18:55	[ewl]update: pls add 25mins travel time from #jookoon towards #clementi,due to a track fault at #jurongeast. train svc is still available.
823515347584069633	2017-01-23 12:58:53	[ewl]update: pls add 25 mins travel time from #jookoon towards #clementi, due to a track fault at #jurongeast. train svc is still available.
823510566798913536	2017-01-23 12:39:53	[ewl]update:pls add 25 mins travel time from #jookoon towards #clementi, due to a track fault at #jurongeast.train svc is still available.
823505690073272320	2017-01-23 12:20:31	[ewl]update:pls add 25 mins travel time from #jookoon towards #clementi, due to a track fault at #jurongeast. train svc is still available.
823500620153749505	2017-01-23 12:00:22	[ewl]update:pls add 25 mins travel time from #jookoon towards #clementi,due to a track fault at #jurongeast. train svc is still available.
823496409475223553	2017-01-23 11:43:38	[ewl]update: pls add 25 mins travel time from #jookoon towards #clementi,due to a track fault at #jurongeast. train svc is still available.
823492086338965504	2017-01-23 11:26:27	[ewl]update:pls add 25 mins travel time from #jookoon towards #clementi,due to a track fault at #jurongeast. train svc is still available
823485427881345024	2017-01-23 11:00:00	[ewl]update:pls add 20 mins travel time from #jookoon towards #clementi,due to a track fault at #jurongeast. train svc is still available
823479086357975040	2017-01-23 10:34:48	[ewl]: due to a track fault, pls add 10 mins travel time from #jookoon to #clementi towards #pasirris. train service is still available.
822318481924206593	2017-01-20 05:42:58	check out our milestone on the completion of sleeper replacement project on the nsew lines! find out more: https://t.co/9wu6t0lqig #smrt https://t.co/lg5omlyyyo
821897656905515008	2017-01-19 01:50:46	[ewl]update:fault cleared, trains are running normally now.
821891750679560192	2017-01-19 01:27:18	[ewl]update:track fault cleared,trains are progressively returning to normal speed.pls add 10mins travel time from #jookoon towards#clementi
821888245357113344	2017-01-19 01:13:22	[ewl]update: pls add 15 mins travel time from #jookoon towards #clementi,due to a track fault at #clementi. train svc is still available
821885469000605696	2017-01-19 01:02:20	[ewl]update:pls add 20 mins travel time from #jookoon towards #clementi, due to a track fault at #clementi. train svc is still available
821880408870522880	2017-01-19 00:42:13	[ewl]update: pls add 20 mins travel time from #jookoon towards #clementi,due to a track fault at #clementi. train svc is still available
821876242286641152	2017-01-19 00:25:40	[ewl]update:pls add 20 mins travel time from #jookoon towards #clementi,due to a track fault at #clementi. train svc is still available
821870049627492353	2017-01-19 00:01:04	[ewl]update:pls add 15 mins travel time from #jookoon towards #clementi,due to a track fault at #clementi. train svc is still available
821866489166692353	2017-01-18 23:46:55	[ewl]: due to a track fault, pls add 10 mins travel time from #jookoon to #clementi towards #pasirris. train service is still available.
819924001619218432	2017-01-13 15:08:10	[nsl] cleared: train service from #cityhall to #angmokio has resumed. for your safety, trains will travel slower from #bishan to #angmokio.
819890414555570177	2017-01-13 12:54:42	[nsl]update:fault cleared, trains are progressively returning to normal speed. pls add 10mins travel time from #cityhall to #angmokio.
819886499000782849	2017-01-13 12:39:08	[nsl]update:fault cleared, trains are progressively returning to normal speed. pls add 15mins travel time from #cityhall to #angmokio.
